Date,videoid,Views,Avg_duration,Earnings,vidviews,likes,dislikes,comments,startdate,daysactive
2/13/13,31,3,1.79,0.04,4615,52,1,3,3/28/10,1091
2/13/13,9c,40,3.12,0.08,12330,181,3,17,12/29/10,815
2/13/13,41,40,5.19,0.16,14982,166,1,26,3/12/10,1107
2/13/13,R2,11,3.98,0.03,4602,38,0,2,2/23/11,759
2/13/13,E19,10,1.62,0.02,3170,21,1,9,1/7/11,806
2/13/13,27,29,5,0.11,24085,137,6,31,3/10/10,1109
2/13/13,13,5,3.53,0,12242,79,0,9,10/27/09,1243
2/13/13,17,12,5.32,0,19284,194,1,23,11/17/09,1222
2/13/13,11a,74,3.6,0.13,47383,259,13,57,10/13/09,1257
2/13/13,23,9,1.47,0,23980,75,4,18,1/27/10,1151
2/13/13,43,36,3.63,0.24,25256,292,4,33,11/7/10,867
2/13/13,18,28,2.83,0.24,29105,129,5,27,1/7/10,1171
2/13/13,E18,10,2.53,0.02,6502,31,1,10,12/31/10,813
2/13/13,36,7,2.73,0,5888,30,1,5,7/9/10,988
2/13/13,7,56,4.74,0.2,52310,580,10,65,9/29/09,1271
2/13/13,26,31,1.97,0,24375,73,7,17,2/21/10,1126
2/13/13,9,17,3.2,0.04,14758,144,1,24,10/6/09,1264
2/13/13,E111,1,0.13,0,1491,10,2,4,2/19/11,763
2/13/13,9b,87,3.24,0.3,38811,256,6,51,12/18/10,826
2/13/13,24b,15,1.65,0.03,8704,72,0,13,2/9/10,1138
2/13/13,E110,7,6.12,0.09,6011,28,2,10,1/10/11,803
2/13/13,16,36,3.77,0.08,23359,277,4,38,11/9/09,1230
2/13/13,Reg2,26,1,0.09,19069,31,4,8,9/20/09,1280
2/13/13,30,7,2.01,0,8820,75,1,10,3/27/10,1092
2/13/13,R9,4,2.87,0.01,3544,8,0,12,4/10/11,713
2/13/13,35a,27,4.18,0.18,16629,68,3,20,7/6/10,991
2/13/13,Reg1,25,3.43,0.07,23308,67,4,23,9/20/09,1280
2/13/13,22,3,3.69,0,9094,63,0,11,1/26/10,1152
2/13/13,E13,1,1.84,0,2758,24,0,1,12/27/10,817
2/13/13,E14,29,4.35,0.04,11267,61,2,16,12/27/10,817
2/13/13,E11,3,2.31,0,4858,30,0,5,12/27/10,817
2/13/13,1,10,3.45,0.04,23785,228,1,28,8/31/09,1300
2/13/13,6c,18,3.24,0.02,10664,89,1,15,12/12/10,832
2/13/13,5,21,4.55,0.06,19875,180,0,25,9/25/09,1275
2/13/13,1b,9,3.87,0.1,6164,60,0,4,2/19/11,763
2/13/13,45,5,2.81,0.02,5703,35,1,6,11/16/10,858
2/13/13,20,19,3,0.08,29020,113,8,15,1/15/10,1163
2/13/13,16a,14,1.75,0.01,11263,74,1,13,11/9/09,1230
2/13/13,R8,3,6.55,0.01,1796,17,0,1,4/9/11,714
2/13/13,R14,0,0,0,800,7,0,0,4/19/11,704
2/13/13,15a,5,2.72,0.12,5521,24,0,5,11/3/09,1236
2/13/13,6a,45,2.46,0.05,30852,163,3,28,9/27/09,1273
2/13/13,29,18,6.54,0.05,20514,223,0,38,3/26/10,1093
2/13/13,E21,15,3.28,0.06,5453,30,0,16,4/18/11,705
2/13/13,12,5,2.65,0,13243,44,3,20,10/21/09,1249
2/13/13,17a,43,2.56,0.37,43539,246,6,44,11/19/09,1220
2/13/13,6b,23,2.69,0.08,11826,97,4,20,11/21/10,853
2/13/13,R1,11,3.82,0.12,6365,85,1,10,2/21/11,761
2/13/13,9a,14,2.14,0.13,15061,129,0,25,10/6/09,1264
2/13/13,E17,11,1.58,0,8616,47,0,15,12/29/10,815
2/13/13,32,11,2.63,0.01,13032,87,0,11,6/7/10,1020
2/13/13,ANOVA,11,2.22,0.02,13723,58,1,18,9/22/09,1278
2/13/13,R11,1,2.31,0,1164,9,0,0,4/3/11,720
2/13/13,R7,3,5.73,0,1609,10,0,1,3/7/11,747
2/13/13,37,26,3.96,0.08,21085,211,1,32,8/6/10,960
2/13/13,44,20,6,0.1,21913,232,0,34,11/15/10,859
2/13/13,6,97,2.99,0.16,82659,353,5,54,9/27/09,1273
2/14/13,26,17,3.36,0.26,24375,73,7,17,2/21/10,1126
2/14/13,18,24,3.04,0.15,29105,129,5,27,1/7/10,1171
2/14/13,E16,8,2.17,0.03,6818,30,0,3,12/29/10,815
2/14/13,6b,16,1.51,0.03,11826,97,4,20,11/21/10,853
2/14/13,38,11,5.59,0.06,9626,63,2,10,8/15/10,951
2/14/13,29,10,4.8,0.01,20514,223,0,38,3/26/10,1093
2/14/13,17a,30,2.88,0.26,43539,246,6,44,11/19/09,1220
2/14/13,4,11,2.12,0.15,11754,56,3,12,9/19/09,1281
2/14/13,22,5,3.58,0.02,9094,63,0,11,1/26/10,1152
2/14/13,27,16,2.63,0.09,24085,137,6,31,3/10/10,1109
2/14/13,43,26,3.6,0.14,25256,292,4,33,11/7/10,867
2/14/13,25,14,3.45,0.03,10851,48,1,13,2/13/10,1134
2/14/13,9a,5,4.75,0,15061,129,0,25,10/6/09,1264
2/14/13,44,27,4.61,0.14,21913,232,0,34,11/15/10,859
2/14/13,39,13,5.15,0.12,11422,96,2,32,8/16/10,950
2/14/13,E12,4,2.93,0.01,2600,17,0,1,12/27/10,817
2/14/13,31,4,2.32,0,4615,52,1,3,3/28/10,1091
2/14/13,17,12,3.83,0.01,19284,194,1,23,11/17/09,1222
2/14/13,11a,48,3.3,0.19,47383,259,13,57,10/13/09,1257
2/14/13,16a,13,2.43,0.06,11263,74,1,13,11/9/09,1230
2/14/13,28,2,1.84,0,10086,78,0,10,3/23/10,1096
2/14/13,ANOVA,10,3.59,0,13723,58,1,18,9/22/09,1278
2/14/13,E17,17,2.41,0.07,8616,47,0,15,12/29/10,815
2/14/13,R11,2,4.89,0,1164,9,0,0,4/3/11,720
2/14/13,NegExt,1,3.16,0,1773,21,1,8,4/21/11,702
2/14/13,16,44,4.1,0.34,23359,277,4,38,11/9/09,1230
2/14/13,15a,1,0.17,0.04,5521,24,0,5,11/3/09,1236
2/14/13,42,10,6.76,0,20617,278,1,26,8/30/10,936
2/14/13,36,2,0.17,0.02,5888,30,1,5,7/9/10,988
2/14/13,6c,19,3.01,0.08,10664,89,1,15,12/12/10,832
2/14/13,R5,3,2.54,0,2893,21,0,5,3/1/11,753
2/14/13,Reg1,19,2.78,0.05,23308,67,4,23,9/20/09,1280
2/14/13,Sunk,12,1.68,0.01,5532,26,0,3,7/16/10,981
2/14/13,R4,10,4.35,0.06,4732,33,0,5,2/28/11,754
2/14/13,R6,2,2.46,0.01,2189,10,0,2,3/3/11,751
2/14/13,35,25,3.72,0.06,27407,141,4,48,6/14/10,1013
2/14/13,E110,8,3.82,0.05,6011,28,2,10,1/10/11,803
2/14/13,R14,2,0,0,800,7,0,0,4/19/11,704
2/14/13,41,12,5.35,0,14982,166,1,26,3/12/10,1107
2/14/13,1,15,4.42,0.2,23785,228,1,28,8/31/09,1300
2/14/13,9c,29,3.42,0.29,12330,181,3,17,12/29/10,815
2/14/13,1b,7,5.22,0.06,6164,60,0,4,2/19/11,763
2/14/13,21,10,3.15,0.05,18107,131,1,23,1/23/10,1155
2/14/13,E111,1,0.33,0,1491,10,2,4,2/19/11,763
2/14/13,10,88,4.08,0.29,67029,490,10,63,10/13/09,1257
2/14/13,R2,10,4.14,0.06,4602,38,0,2,2/23/11,759
2/14/13,E11,3,7.21,0,4858,30,0,5,12/27/10,817
2/14/13,33,13,4.21,0.05,13834,52,2,14,6/7/10,1020
2/14/13,29a,6,0.59,0,9318,37,0,6,3/27/10,1092
2/14/13,9b,55,2.87,0.44,38811,256,6,51,12/18/10,826
2/14/13,29b,6,2.67,0.04,6610,42,1,12,3/27/10,1092
2/14/13,8,34,3.01,0.17,28254,164,4,25,10/2/09,1268
2/14/13,20,12,3.39,0.09,29020,113,8,15,1/15/10,1163
2/14/13,34,14,1.91,0,10359,35,1,9,6/7/10,1020
2/14/13,23,17,1.52,0.16,23980,75,4,18,1/27/10,1151
2/14/13,45,3,9.25,0.01,5703,35,1,6,11/16/10,858
2/14/13,11,19,6.51,0.04,25380,151,2,45,10/13/09,1257
2/14/13,WhatIs,30,1.7,0.16,40995,98,3,11,12/20/10,824
2/14/13,19,11,4.65,0.08,24811,178,3,19,1/12/10,1166
2/14/13,R12,11,1.95,0.02,3457,22,0,10,4/12/11,711
2/14/13,24b,7,1.31,0.04,8704,72,0,13,2/9/10,1138
2/14/13,E14,23,2.88,0.11,11267,61,2,16,12/27/10,817
2/14/13,35a,23,3.98,0.08,16629,68,3,20,7/6/10,991
2/14/13,Reg2,9,1.66,0.01,19069,31,4,8,9/20/09,1280
2/14/13,6,85,2.38,0.16,82659,353,5,54,9/27/09,1273
2/14/13,12,13,2.5,0.02,13243,44,3,20,10/21/09,1249
2/14/13,R7,4,2.34,0.02,1609,10,0,1,3/7/11,747
2/14/13,E18,14,3.51,0.04,6502,31,1,10,12/31/10,813
2/14/13,40,12,2.68,0,17705,202,0,25,8/30/10,936
2/14/13,24a,11,4.19,0.03,18345,100,2,31,2/8/10,1139
2/14/13,14,3,2.18,0,5101,29,0,6,10/27/09,1243
2/14/13,2,18,4.95,0.03,23780,231,6,44,9/11/09,1289
2/14/13,E15,31,5.2,0.05,21635,152,4,26,12/28/10,816
2/14/13,E13,3,3.1,0,2758,24,0,1,12/27/10,817
2/14/13,3,9,6.51,0.01,10818,110,0,18,9/12/09,1288
2/14/13,5,8,3.01,0.01,19875,180,0,25,9/25/09,1275
2/14/13,R3,3,5.75,0,2805,18,0,0,2/25/11,757
2/14/13,37,25,4.41,0.06,21085,211,1,32,8/6/10,960
2/14/13,9,10,2.84,0.04,14758,144,1,24,10/6/09,1264
2/14/13,Reg3,8,2.61,0.02,9166,26,0,6,9/20/09,1280
2/14/13,30,3,1.49,0,8820,75,1,10,3/27/10,1092
2/14/13,R10,9,1.89,0.05,4778,34,0,5,3/29/11,725
2/14/13,7,58,3.89,0.46,52310,580,10,65,9/29/09,1271
2/14/13,E21,6,2.47,0.01,5453,30,0,16,4/18/11,705
2/14/13,R9,4,1.78,0.01,3544,8,0,12,4/10/11,713
2/14/13,32,10,3.37,0,13032,87,0,11,6/7/10,1020
2/14/13,R1,10,3.33,0.28,6365,85,1,10,2/21/11,761
2/14/13,R13,3,13.04,0.01,1739,9,0,1,4/14/11,709
2/14/13,UsefulTrick,4,4.74,0,2452,21,2,4,7/16/10,981
2/14/13,13,5,3.65,0,12242,79,0,9,10/27/09,1243
2/14/13,R8,3,1.26,0.01,1796,17,0,1,4/9/11,714
2/14/13,6a,28,2.6,0.08,30852,163,3,28,9/27/09,1273
2/14/13,E19,4,4.79,0.01,3170,21,1,9,1/7/11,806
2/15/13,E12,5,3.53,0,2600,17,0,1,12/27/10,817
2/15/13,21,15,3.92,0.09,18107,131,1,23,1/23/10,1155
2/15/13,37,20,4.22,0,21085,211,1,32,8/6/10,960
2/15/13,E13,5,4.32,0,2758,24,0,1,12/27/10,817
2/15/13,E110,2,8.51,0,6011,28,2,10,1/10/11,803
2/15/13,7,37,4.26,0.17,52310,580,10,65,9/29/09,1271
2/15/13,6b,15,2.77,0.01,11826,97,4,20,11/21/10,853
2/15/13,E18,4,4.06,0.03,6502,31,1,10,12/31/10,813
2/15/13,17,7,6.88,0.01,19284,194,1,23,11/17/09,1222
2/15/13,39,4,6.24,0,11422,96,2,32,8/16/10,950
2/15/13,41,6,3.9,0.06,14982,166,1,26,3/12/10,1107
2/15/13,38,5,5.31,0,9626,63,2,10,8/15/10,951
2/15/13,34,3,3.31,0,10359,35,1,9,6/7/10,1020
2/15/13,11,20,2.42,0.07,25380,151,2,45,10/13/09,1257
2/15/13,E19,3,2.75,0,3170,21,1,9,1/7/11,806
2/15/13,26,17,3.58,0.02,24375,73,7,17,2/21/10,1126
2/15/13,15a,2,1.54,0,5521,24,0,5,11/3/09,1236
2/15/13,9,10,2.79,0,14758,144,1,24,10/6/09,1264
2/15/13,2,15,4.51,0.04,23780,231,6,44,9/11/09,1289
2/15/13,12,6,4.77,0,13243,44,3,20,10/21/09,1249
2/15/13,8,11,3.26,0.07,28254,164,4,25,10/2/09,1268
2/15/13,UsefulTrick,4,4.02,0.07,2452,21,2,4,7/16/10,981
2/15/13,Reg2,17,1.85,0,19069,31,4,8,9/20/09,1280
2/15/13,R7,1,0.5,0,1609,10,0,1,3/7/11,747
2/15/13,35a,15,4.58,0.12,16629,68,3,20,7/6/10,991
2/15/13,4,3,8.39,0.05,11754,56,3,12,9/19/09,1281
2/15/13,ANOVA,12,3.11,0.05,13723,58,1,18,9/22/09,1278
2/15/13,40,5,4.42,0.03,17705,202,0,25,8/30/10,936
2/15/13,R4,14,3.02,0,4732,33,0,5,2/28/11,754
2/15/13,Reg1,25,4.42,0.15,23308,67,4,23,9/20/09,1280
2/15/13,31,3,3.52,0,4615,52,1,3,3/28/10,1091
2/15/13,13,7,3.24,0,12242,79,0,9,10/27/09,1243
2/15/13,E17,10,1.63,0.08,8616,47,0,15,12/29/10,815
2/15/13,29a,2,0.17,0,9318,37,0,6,3/27/10,1092
2/15/13,30,1,2.55,0,8820,75,1,10,3/27/10,1092
2/15/13,R1,6,6.12,0.04,6365,85,1,10,2/21/11,761
2/15/13,9a,15,3.26,0.04,15061,129,0,25,10/6/09,1264
2/15/13,E15,18,3.41,0.14,21635,152,4,26,12/28/10,816
2/15/13,E11,8,6.66,0.05,4858,30,0,5,12/27/10,817
2/15/13,E111,0,0,0,1491,10,2,4,2/19/11,763
2/15/13,18,17,3.7,0.08,29105,129,5,27,1/7/10,1171
2/15/13,9b,43,3.49,0.13,38811,256,6,51,12/18/10,826
2/15/13,E21,8,2.96,0.28,5453,30,0,16,4/18/11,705
2/15/13,3,5,2.69,0,10818,110,0,18,9/12/09,1288
2/15/13,35,13,4.35,0.14,27407,141,4,48,6/14/10,1013
2/15/13,36,4,3.3,0.1,5888,30,1,5,7/9/10,988
2/15/13,27,9,6.82,0.02,24085,137,6,31,3/10/10,1109
2/15/13,10,56,3.29,0.06,67029,490,10,63,10/13/09,1257
2/15/13,NegExt,5,3.66,0,1773,21,1,8,4/21/11,702
2/15/13,R5,7,3.13,0,2893,21,0,5,3/1/11,753
2/15/13,24a,9,0.88,0.01,18345,100,2,31,2/8/10,1139
2/15/13,R3,3,3.29,0.09,2805,18,0,0,2/25/11,757
2/15/13,16a,7,2.6,0,11263,74,1,13,11/9/09,1230
2/15/13,17a,32,3.01,0.02,43539,246,6,44,11/19/09,1220
2/15/13,R12,4,1.12,0.01,3457,22,0,10,4/12/11,711
2/15/13,6a,16,2.92,0,30852,163,3,28,9/27/09,1273
2/15/13,16,31,2.88,0.32,23359,277,4,38,11/9/09,1230
2/15/13,R10,8,4.39,0.07,4778,34,0,5,3/29/11,725
2/15/13,24b,3,2.33,0.01,8704,72,0,13,2/9/10,1138
2/15/13,R13,1,0.93,0,1739,9,0,1,4/14/11,709
2/15/13,1b,4,3.05,0,6164,60,0,4,2/19/11,763
2/15/13,29b,3,2.16,0,6610,42,1,12,3/27/10,1092
2/15/13,28,3,2.89,0,10086,78,0,10,3/23/10,1096
2/15/13,E14,21,2.86,0.03,11267,61,2,16,12/27/10,817
2/15/13,E16,7,2.37,0.02,6818,30,0,3,12/29/10,815
2/15/13,19,19,3.54,0,24811,178,3,19,1/12/10,1166
2/15/13,5,4,4.22,0.01,19875,180,0,25,9/25/09,1275
2/15/13,11a,33,2.49,0.03,47383,259,13,57,10/13/09,1257
2/15/13,Sunk,10,1.48,0.09,5532,26,0,3,7/16/10,981
2/15/13,6c,20,3.84,0.06,10664,89,1,15,12/12/10,832
2/15/13,14,7,3.03,0.06,5101,29,0,6,10/27/09,1243
2/15/13,32,4,3.21,0.01,13032,87,0,11,6/7/10,1020
2/15/13,42,18,4.68,0,20617,278,1,26,8/30/10,936
2/15/13,23,8,1.5,0,23980,75,4,18,1/27/10,1151
2/15/13,R2,9,3.7,0.12,4602,38,0,2,2/23/11,759
2/15/13,R11,1,0.45,0,1164,9,0,0,4/3/11,720
2/15/13,WhatIs,27,1.92,0.17,40995,98,3,11,12/20/10,824
2/15/13,9c,28,3.5,0.09,12330,181,3,17,12/29/10,815
2/15/13,R9,2,1.5,0.04,3544,8,0,12,4/10/11,713
2/15/13,44,24,2.81,0.09,21913,232,0,34,11/15/10,859
2/15/13,1,15,3.2,0.14,23785,228,1,28,8/31/09,1300
2/15/13,6,42,3.06,0.04,82659,353,5,54,9/27/09,1273
2/15/13,Reg3,14,0.99,0.14,9166,26,0,6,9/20/09,1280
2/15/13,29,3,8.42,0.02,20514,223,0,38,3/26/10,1093
2/15/13,22,8,3.32,0,9094,63,0,11,1/26/10,1152
2/15/13,20,15,4.76,0.02,29020,113,8,15,1/15/10,1163
2/15/13,R14,2,0.04,0,800,7,0,0,4/19/11,704
2/15/13,R6,2,4.39,0.05,2189,10,0,2,3/3/11,751
2/15/13,43,30,2.71,0.08,25256,292,4,33,11/7/10,867
2/15/13,33,9,1.81,0,13834,52,2,14,6/7/10,1020
2/15/13,45,3,1.88,0,5703,35,1,6,11/16/10,858
2/15/13,R8,1,4.34,0,1796,17,0,1,4/9/11,714
2/15/13,25,9,2.69,0,10851,48,1,13,2/13/10,1134
2/16/13,41,13,5.77,0.04,14982,166,1,26,3/12/10,1107
2/16/13,44,22,3.58,0.04,21913,232,0,34,11/15/10,859
2/16/13,11a,33,3.12,0.12,47383,259,13,57,10/13/09,1257
2/16/13,E16,10,2.64,0.04,6818,30,0,3,12/29/10,815
2/16/13,12,8,5.37,0.07,13243,44,3,20,10/21/09,1249
2/16/13,UsefulTrick,2,3.7,0,2452,21,2,4,7/16/10,981
2/16/13,E13,4,5.23,0,2758,24,0,1,12/27/10,817
2/16/13,10,50,3.38,0.09,67029,490,10,63,10/13/09,1257
2/16/13,E19,3,4.15,0,3170,21,1,9,1/7/11,806
2/16/13,16a,9,3.3,0,11263,74,1,13,11/9/09,1230
2/16/13,5,9,3.72,0,19875,180,0,25,9/25/09,1275
2/16/13,31,3,2.04,0.02,4615,52,1,3,3/28/10,1091
2/16/13,R11,3,1.02,0,1164,9,0,0,4/3/11,720
2/16/13,Reg2,16,2.44,0.06,19069,31,4,8,9/20/09,1280
2/16/13,R10,5,1.96,0.11,4778,34,0,5,3/29/11,725
2/16/13,16,28,4.04,0.07,23359,277,4,38,11/9/09,1230
2/16/13,45,6,6.42,0.01,5703,35,1,6,11/16/10,858
2/16/13,R3,1,14.96,0,2805,18,0,0,2/25/11,757
2/16/13,Reg3,8,2.94,0.05,9166,26,0,6,9/20/09,1280
2/16/13,R2,8,1.62,0,4602,38,0,2,2/23/11,759
2/16/13,35a,10,3.87,0,16629,68,3,20,7/6/10,991
2/16/13,R4,14,3.88,0.19,4732,33,0,5,2/28/11,754
2/16/13,42,19,6.76,0.1,20617,278,1,26,8/30/10,936
2/16/13,7,51,4.58,0.22,52310,580,10,65,9/29/09,1271
2/16/13,9b,40,2.63,0.04,38811,256,6,51,12/18/10,826
2/16/13,3,6,4.07,0,10818,110,0,18,9/12/09,1288
2/16/13,11,14,5.1,0.02,25380,151,2,45,10/13/09,1257
2/16/13,1,13,3.1,0,23785,228,1,28,8/31/09,1300
2/16/13,9a,19,2.64,0,15061,129,0,25,10/6/09,1264
2/16/13,33,6,1.8,0,13834,52,2,14,6/7/10,1020
2/16/13,40,9,2.05,0,17705,202,0,25,8/30/10,936
2/16/13,43,26,4.14,0.07,25256,292,4,33,11/7/10,867
2/16/13,R13,2,0.48,0,1739,9,0,1,4/14/11,709
2/16/13,28,1,7.41,0,10086,78,0,10,3/23/10,1096
2/16/13,13,4,5.69,0,12242,79,0,9,10/27/09,1243
2/16/13,E110,4,8.29,0.06,6011,28,2,10,1/10/11,803
2/16/13,30,4,1.2,0,8820,75,1,10,3/27/10,1092
2/16/13,R7,8,3.26,0,1609,10,0,1,3/7/11,747
2/16/13,23,22,2.31,0.85,23980,75,4,18,1/27/10,1151
2/16/13,32,3,3.34,0,13032,87,0,11,6/7/10,1020
2/16/13,38,1,2.35,0,9626,63,2,10,8/15/10,951
2/16/13,9,8,2.89,0,14758,144,1,24,10/6/09,1264
2/16/13,6c,15,2.98,0,10664,89,1,15,12/12/10,832
2/16/13,R8,3,4.03,0,1796,17,0,1,4/9/11,714
2/16/13,Sunk,9,1.52,0.13,5532,26,0,3,7/16/10,981
2/16/13,6a,30,3.33,0,30852,163,3,28,9/27/09,1273
2/16/13,R12,13,0.99,0,3457,22,0,10,4/12/11,711
2/16/13,1b,13,3.12,0,6164,60,0,4,2/19/11,763
2/16/13,18,33,2.22,0.03,29105,129,5,27,1/7/10,1171
2/16/13,36,3,2.24,0,5888,30,1,5,7/9/10,988
2/16/13,4,7,4.92,0.04,11754,56,3,12,9/19/09,1281
2/16/13,E14,16,4.14,0.03,11267,61,2,16,12/27/10,817
2/16/13,37,31,4.56,0.06,21085,211,1,32,8/6/10,960
2/16/13,E12,4,6.05,0.01,2600,17,0,1,12/27/10,817
2/16/13,22,5,2.14,0,9094,63,0,11,1/26/10,1152
2/16/13,39,9,1.59,0.05,11422,96,2,32,8/16/10,950
2/16/13,19,22,3.65,0,24811,178,3,19,1/12/10,1166
2/16/13,17a,35,3.58,0.19,43539,246,6,44,11/19/09,1220
2/16/13,R14,0,0,0,800,7,0,0,4/19/11,704
2/16/13,R1,9,5.21,0.02,6365,85,1,10,2/21/11,761
2/16/13,6,48,4.04,0.09,82659,353,5,54,9/27/09,1273
2/16/13,WhatIs,32,1.66,0.89,40995,98,3,11,12/20/10,824
2/16/13,E15,21,3.45,0.04,21635,152,4,26,12/28/10,816
2/16/13,NegExt,3,5.43,0,1773,21,1,8,4/21/11,702
2/16/13,29b,1,9.59,0,6610,42,1,12,3/27/10,1092
2/16/13,35,23,2.06,0.08,27407,141,4,48,6/14/10,1013
2/16/13,8,22,4.91,0.16,28254,164,4,25,10/2/09,1268
2/16/13,R5,7,3.22,0,2893,21,0,5,3/1/11,753
2/16/13,9c,15,3.54,0.03,12330,181,3,17,12/29/10,815
2/16/13,2,20,5.21,0.03,23780,231,6,44,9/11/09,1289
2/16/13,E11,7,2.02,0,4858,30,0,5,12/27/10,817
2/16/13,24b,5,2.16,0.01,8704,72,0,13,2/9/10,1138
2/16/13,17,5,5.76,0,19284,194,1,23,11/17/09,1222
2/16/13,27,19,3.58,0.04,24085,137,6,31,3/10/10,1109
2/16/13,R6,3,4.08,0,2189,10,0,2,3/3/11,751
2/16/13,Reg1,19,4.87,0.03,23308,67,4,23,9/20/09,1280
2/16/13,26,28,3.35,0.05,24375,73,7,17,2/21/10,1126
2/16/13,E18,7,4.27,0.02,6502,31,1,10,12/31/10,813
2/16/13,R9,9,1.08,0.02,3544,8,0,12,4/10/11,713
2/16/13,ANOVA,6,2.57,0,13723,58,1,18,9/22/09,1278
2/16/13,24a,10,2.92,0.03,18345,100,2,31,2/8/10,1139
2/16/13,E21,2,3.76,0,5453,30,0,16,4/18/11,705
2/16/13,E17,8,3.27,0,8616,47,0,15,12/29/10,815
2/16/13,20,14,2.51,0.01,29020,113,8,15,1/15/10,1163
2/16/13,21,17,3.76,0.06,18107,131,1,23,1/23/10,1155
2/16/13,29a,3,2.71,0,9318,37,0,6,3/27/10,1092
2/16/13,29,11,3.01,0.06,20514,223,0,38,3/26/10,1093
2/16/13,6b,19,2.88,0.06,11826,97,4,20,11/21/10,853
2/16/13,14,2,3,0,5101,29,0,6,10/27/09,1243
2/16/13,15a,4,2.54,0.03,5521,24,0,5,11/3/09,1236
2/16/13,E111,1,0.49,0,1491,10,2,4,2/19/11,763
2/16/13,34,6,2.07,0,10359,35,1,9,6/7/10,1020
2/16/13,25,17,3.86,0.04,10851,48,1,13,2/13/10,1134
2/17/13,Reg1,31,4.86,0.22,23308,67,4,23,9/20/09,1280
2/17/13,29b,4,1.51,0,6610,42,1,12,3/27/10,1092
2/17/13,29,17,4.3,0,20514,223,0,38,3/26/10,1093
2/17/13,4,5,2.11,0,11754,56,3,12,9/19/09,1281
2/17/13,13,9,4.3,0.08,12242,79,0,9,10/27/09,1243
2/17/13,R12,9,2.03,0.08,3457,22,0,10,4/12/11,711
2/17/13,3,13,5.2,0.07,10818,110,0,18,9/12/09,1288
2/17/13,E110,9,3.26,0,6011,28,2,10,1/10/11,803
2/17/13,1b,8,3.62,0,6164,60,0,4,2/19/11,763
2/17/13,24b,18,2.44,0.04,8704,72,0,13,2/9/10,1138
2/17/13,20,26,2.41,0.09,29020,113,8,15,1/15/10,1163
2/17/13,R13,2,12.49,0,1739,9,0,1,4/14/11,709
2/17/13,E19,4,4.9,0,3170,21,1,9,1/7/11,806
2/17/13,7,100,3.96,0.43,52310,580,10,65,9/29/09,1271
2/17/13,29a,9,1.54,0,9318,37,0,6,3/27/10,1092
2/17/13,R3,8,4.45,0,2805,18,0,0,2/25/11,757
2/17/13,37,26,5.03,0.01,21085,211,1,32,8/6/10,960
2/17/13,E11,5,5.76,0,4858,30,0,5,12/27/10,817
2/17/13,6,102,2.95,0.19,82659,353,5,54,9/27/09,1273
2/17/13,R8,1,2.31,0,1796,17,0,1,4/9/11,714
2/17/13,E12,4,4.62,0,2600,17,0,1,12/27/10,817
2/17/13,35a,22,4.21,0.07,16629,68,3,20,7/6/10,991
2/17/13,E16,17,2.72,0.01,6818,30,0,3,12/29/10,815
2/17/13,41,17,3.55,0.04,14982,166,1,26,3/12/10,1107
2/17/13,27,17,4.02,0.06,24085,137,6,31,3/10/10,1109
2/17/13,E15,37,5.86,0.22,21635,152,4,26,12/28/10,816
2/17/13,15a,3,0.56,0.05,5521,24,0,5,11/3/09,1236
2/17/13,31,1,4.76,0,4615,52,1,3,3/28/10,1091
2/17/13,E111,2,5.8,0.03,1491,10,2,4,2/19/11,763
2/17/13,2,32,4.66,0,23780,231,6,44,9/11/09,1289
2/17/13,R1,11,4.3,0,6365,85,1,10,2/21/11,761
2/17/13,23,18,1.71,0.22,23980,75,4,18,1/27/10,1151
2/17/13,34,17,2.35,0,10359,35,1,9,6/7/10,1020
2/17/13,E17,13,1.26,0.04,8616,47,0,15,12/29/10,815
2/17/13,R4,17,3.44,0.01,4732,33,0,5,2/28/11,754
2/17/13,WhatIs,39,1.69,0.05,40995,98,3,11,12/20/10,824
2/17/13,38,12,2.08,0.04,9626,63,2,10,8/15/10,951
2/17/13,11,32,5.71,0.1,25380,151,2,45,10/13/09,1257
2/17/13,ANOVA,3,2.59,0,13723,58,1,18,9/22/09,1278
2/17/13,12,10,4.63,0,13243,44,3,20,10/21/09,1249
2/17/13,E14,16,4.11,0.15,11267,61,2,16,12/27/10,817
2/17/13,R11,3,0.86,0,1164,9,0,0,4/3/11,720
2/17/13,21,23,2.62,0.18,18107,131,1,23,1/23/10,1155
2/17/13,5,23,3.93,0,19875,180,0,25,9/25/09,1275
2/17/13,30,6,1.79,0,8820,75,1,10,3/27/10,1092
2/17/13,R2,11,6.63,0.07,4602,38,0,2,2/23/11,759
2/17/13,9b,76,3.53,0.68,38811,256,6,51,12/18/10,826
2/17/13,16,45,3.21,0.12,23359,277,4,38,11/9/09,1230
2/17/13,22,8,3.05,0,9094,63,0,11,1/26/10,1152
2/17/13,28,7,5.21,0,10086,78,0,10,3/23/10,1096
2/17/13,8,34,4.13,0.02,28254,164,4,25,10/2/09,1268
2/17/13,44,38,5.23,0.11,21913,232,0,34,11/15/10,859
2/17/13,42,40,4.43,0,20617,278,1,26,8/30/10,936
2/17/13,9a,20,3.81,0,15061,129,0,25,10/6/09,1264
2/17/13,32,16,2.68,0.02,13032,87,0,11,6/7/10,1020
2/17/13,R14,2,7.62,0,800,7,0,0,4/19/11,704
2/17/13,26,32,2.89,0,24375,73,7,17,2/21/10,1126
