Date,videoid,Views,Avg_duration,Earnings,vidviews,likes,dislikes,comments,startdate,daysactive
11/2/12,5,14,4.78,0,19875,180,0,25,9/25/09,1275
11/2/12,R12,6,1.93,0.03,3457,22,0,10,4/12/11,711
11/2/12,6c,12,3.88,0,10664,89,1,15,12/12/10,832
11/2/12,37,21,2.12,0.04,21085,211,1,32,8/6/10,960
11/2/12,13,10,4.03,0.02,12242,79,0,9,10/27/09,1243
11/2/12,16,42,1.89,0.02,23359,277,4,38,11/9/09,1230
11/2/12,9b,85,3.32,0.56,38811,256,6,51,12/18/10,826
11/2/12,24a,29,2.42,0.5,18345,100,2,31,2/8/10,1139
11/2/12,30,10,1.58,0.02,8820,75,1,10,3/27/10,1092
11/2/12,6b,11,3.36,0,11826,97,4,20,11/21/10,853
11/2/12,R13,3,3.09,0.04,1739,9,0,1,4/14/11,709
11/2/12,42,18,5.04,0.04,20617,278,1,26,8/30/10,936
11/2/12,4,5,2.04,0,11754,56,3,12,9/19/09,1281
11/2/12,25,10,2.48,0.01,10851,48,1,13,2/13/10,1134
11/2/12,Reg1,21,3.72,0.01,23308,67,4,23,9/20/09,1280
11/2/12,NegExt,6,3.56,0.04,1773,21,1,8,4/21/11,702
11/2/12,43,23,3.55,0.12,25256,292,4,33,11/7/10,867
11/2/12,6a,27,2.47,0.02,30852,163,3,28,9/27/09,1273
11/2/12,E15,36,4.6,0.01,21635,152,4,26,12/28/10,816
11/2/12,14,8,2.13,0.16,5101,29,0,6,10/27/09,1243
11/2/12,R10,5,5.47,0.01,4778,34,0,5,3/29/11,725
11/2/12,45,12,4.13,0.07,5703,35,1,6,11/16/10,858
11/2/12,40,21,4.01,0,17705,202,0,25,8/30/10,936
11/2/12,ANOVA,12,3.82,0,13723,58,1,18,9/22/09,1278
11/2/12,16a,11,0.95,0,11263,74,1,13,11/9/09,1230
11/2/12,R4,7,2.24,0,4732,33,0,5,2/28/11,754
11/2/12,Sunk,8,1.89,0,5532,26,0,3,7/16/10,981
11/2/12,E17,22,3.29,0.09,8616,47,0,15,12/29/10,815
11/2/12,R1,18,4.72,0.26,6365,85,1,10,2/21/11,761
11/2/12,R5,7,1.95,0,2893,21,0,5,3/1/11,753
11/2/12,23,36,1.81,0.02,23980,75,4,18,1/27/10,1151
11/2/12,12,17,2.64,0,13243,44,3,20,10/21/09,1249
11/2/12,R14,2,0.33,0,800,7,0,0,4/19/11,704
11/2/12,8,24,4.22,0.02,28254,164,4,25,10/2/09,1268
11/2/12,10,120,3.33,0.61,67029,490,10,63,10/13/09,1257
11/2/12,35a,17,4.48,0.02,16629,68,3,20,7/6/10,991
11/2/12,28,2,0.37,0,10086,78,0,10,3/23/10,1096
11/2/12,11a,55,2.79,0.26,47383,259,13,57,10/13/09,1257
11/2/12,35,27,3.64,0.15,27407,141,4,48,6/14/10,1013
11/2/12,44,24,6.21,0.01,21913,232,0,34,11/15/10,859
11/2/12,31,5,2.71,0,4615,52,1,3,3/28/10,1091
11/2/12,39,10,6.38,0,11422,96,2,32,8/16/10,950
11/2/12,41,20,4.12,0.01,14982,166,1,26,3/12/10,1107
11/2/12,15a,6,1.5,0,5521,24,0,5,11/3/09,1236
11/2/12,R2,8,3.42,0,4602,38,0,2,2/23/11,759
11/2/12,9,7,3.55,0.36,14758,144,1,24,10/6/09,1264
11/2/12,32,9,2.7,0.02,13032,87,0,11,6/7/10,1020
11/2/12,R8,3,1.82,0,1796,17,0,1,4/9/11,714
11/2/12,3,6,1.11,0,10818,110,0,18,9/12/09,1288
11/2/12,6,74,2.4,0.11,82659,353,5,54,9/27/09,1273
11/2/12,R6,2,10.32,0,2189,10,0,2,3/3/11,751
11/3/12,15a,6,3.04,0,5521,24,0,5,11/3/09,1236
11/3/12,14,4,0.55,0.76,5101,29,0,6,10/27/09,1243
11/3/12,17a,59,2.99,0.1,43539,246,6,44,11/19/09,1220
11/3/12,6c,11,2.67,0.01,10664,89,1,15,12/12/10,832
11/3/12,18,34,1.85,0.07,29105,129,5,27,1/7/10,1171
11/3/12,1b,9,2.82,0.02,6164,60,0,4,2/19/11,763
11/3/12,7,52,3.57,0.16,52310,580,10,65,9/29/09,1271
11/3/12,11a,47,2.82,0.13,47383,259,13,57,10/13/09,1257
11/3/12,11,32,2.99,0.05,25380,151,2,45,10/13/09,1257
11/3/12,44,26,4.51,0.02,21913,232,0,34,11/15/10,859
11/3/12,16,43,2.6,0.01,23359,277,4,38,11/9/09,1230
11/3/12,42,36,5.96,0.02,20617,278,1,26,8/30/10,936
11/3/12,WhatIs,36,2.01,0.14,40995,98,3,11,12/20/10,824
11/3/12,9,19,5.37,0.13,14758,144,1,24,10/6/09,1264
11/3/12,5,20,5.44,0.15,19875,180,0,25,9/25/09,1275
11/3/12,E11,11,0.7,0.01,4858,30,0,5,12/27/10,817
11/3/12,9c,26,3.06,0.3,12330,181,3,17,12/29/10,815
11/3/12,6b,16,3.41,0,11826,97,4,20,11/21/10,853
11/3/12,40,23,2.63,0.02,17705,202,0,25,8/30/10,936
11/3/12,9a,21,3.09,0.01,15061,129,0,25,10/6/09,1264
11/3/12,R5,5,1.86,0,2893,21,0,5,3/1/11,753
11/3/12,9b,59,2.82,0.77,38811,256,6,51,12/18/10,826
11/3/12,20,38,2.58,0.04,29020,113,8,15,1/15/10,1163
11/3/12,E14,16,3.05,0,11267,61,2,16,12/27/10,817
11/3/12,8,20,3.88,0,28254,164,4,25,10/2/09,1268
11/3/12,33,23,5.48,0,13834,52,2,14,6/7/10,1020
11/3/12,39,21,3.89,0,11422,96,2,32,8/16/10,950
11/3/12,10,110,3.63,0.29,67029,490,10,63,10/13/09,1257
11/3/12,E12,6,3.74,0.01,2600,17,0,1,12/27/10,817
11/3/12,38,9,4.2,0.01,9626,63,2,10,8/15/10,951
11/3/12,R14,0,0,0,800,7,0,0,4/19/11,704
11/3/12,13,7,1.62,0.18,12242,79,0,9,10/27/09,1243
11/3/12,6,75,2.72,0.17,82659,353,5,54,9/27/09,1273
11/3/12,2,24,5.25,0.04,23780,231,6,44,9/11/09,1289
11/3/12,29a,10,1.3,0.01,9318,37,0,6,3/27/10,1092
11/3/12,19,38,2.92,0.04,24811,178,3,19,1/12/10,1166
11/3/12,16a,9,2.5,0,11263,74,1,13,11/9/09,1230
11/3/12,3,19,4.41,0.5,10818,110,0,18,9/12/09,1288
11/3/12,41,24,4.37,0.01,14982,166,1,26,3/12/10,1107
11/3/12,Reg3,7,0.62,0,9166,26,0,6,9/20/09,1280
11/3/12,34,14,3.3,0.03,10359,35,1,9,6/7/10,1020
11/3/12,21,19,2.67,0.01,18107,131,1,23,1/23/10,1155
11/3/12,30,12,1.32,0.14,8820,75,1,10,3/27/10,1092
11/3/12,R7,3,5.12,0.02,1609,10,0,1,3/7/11,747
11/3/12,E18,15,2.68,0.01,6502,31,1,10,12/31/10,813
11/3/12,E110,10,5.2,0.01,6011,28,2,10,1/10/11,803
11/3/12,E111,3,0.63,0.2,1491,10,2,4,2/19/11,763
11/3/12,31,13,1.25,0.01,4615,52,1,3,3/28/10,1091
11/3/12,17,27,4.5,0.08,19284,194,1,23,11/17/09,1222
11/3/12,27,28,3.63,0,24085,137,6,31,3/10/10,1109
11/3/12,1,11,3.4,0.02,23785,228,1,28,8/31/09,1300
11/3/12,E21,7,2.53,0.01,5453,30,0,16,4/18/11,705
11/3/12,28,16,1.96,0.02,10086,78,0,10,3/23/10,1096
11/3/12,UsefulTrick,3,2.53,0.01,2452,21,2,4,7/16/10,981
11/3/12,36,2,2.15,0,5888,30,1,5,7/9/10,988
11/3/12,Reg1,23,3.28,0.01,23308,67,4,23,9/20/09,1280
11/3/12,E19,5,1.64,0,3170,21,1,9,1/7/11,806
11/3/12,6a,34,2.2,0.06,30852,163,3,28,9/27/09,1273
11/3/12,R4,11,2.76,0,4732,33,0,5,2/28/11,754
11/3/12,Sunk,7,0.84,0,5532,26,0,3,7/16/10,981
11/3/12,4,7,2.48,0,11754,56,3,12,9/19/09,1281
11/3/12,24a,37,3.39,0.88,18345,100,2,31,2/8/10,1139
11/3/12,R1,16,4.81,0.02,6365,85,1,10,2/21/11,761
11/3/12,25,14,2.42,0.01,10851,48,1,13,2/13/10,1134
11/3/12,24b,18,3.81,0.01,8704,72,0,13,2/9/10,1138
11/3/12,E16,10,3.32,0.04,6818,30,0,3,12/29/10,815
11/3/12,R11,1,0.5,0.01,1164,9,0,0,4/3/11,720
11/3/12,12,13,1.7,0,13243,44,3,20,10/21/09,1249
11/3/12,29,27,5.69,0.19,20514,223,0,38,3/26/10,1093
11/3/12,26,31,2.94,0.84,24375,73,7,17,2/21/10,1126
11/3/12,22,9,2.48,0,9094,63,0,11,1/26/10,1152
11/3/12,R2,12,4.9,0.01,4602,38,0,2,2/23/11,759
11/3/12,ANOVA,19,2.57,0.02,13723,58,1,18,9/22/09,1278
11/3/12,32,23,4.44,0.18,13032,87,0,11,6/7/10,1020
11/3/12,NegExt,1,0.53,0,1773,21,1,8,4/21/11,702
11/3/12,43,39,3.69,0.18,25256,292,4,33,11/7/10,867
11/3/12,R13,1,12.08,0,1739,9,0,1,4/14/11,709
11/3/12,45,9,1.33,0,5703,35,1,6,11/16/10,858
11/3/12,37,37,3.61,0.07,21085,211,1,32,8/6/10,960
11/3/12,35,42,3.42,0.16,27407,141,4,48,6/14/10,1013
11/3/12,E17,20,2.49,0.09,8616,47,0,15,12/29/10,815
11/3/12,R12,9,3.72,0.05,3457,22,0,10,4/12/11,711
11/3/12,29b,11,1.4,0.01,6610,42,1,12,3/27/10,1092
11/3/12,35a,28,3.67,0.01,16629,68,3,20,7/6/10,991
11/3/12,E15,38,4.63,0.03,21635,152,4,26,12/28/10,816
11/3/12,R8,2,2.74,0,1796,17,0,1,4/9/11,714
11/3/12,R9,9,1.61,0.11,3544,8,0,12,4/10/11,713
11/3/12,E13,7,3.42,0,2758,24,0,1,12/27/10,817
11/3/12,23,33,1.87,0.02,23980,75,4,18,1/27/10,1151
11/3/12,R6,1,0.34,0.01,2189,10,0,2,3/3/11,751
11/3/12,R10,7,3.61,0.04,4778,34,0,5,3/29/11,725
11/3/12,R3,6,2.12,0.1,2805,18,0,0,2/25/11,757
11/3/12,Reg2,9,2.54,0.01,19069,31,4,8,9/20/09,1280
11/4/12,Sunk,14,1.34,0.02,5532,26,0,3,7/16/10,981
11/4/12,5,28,5.07,0.03,19875,180,0,25,9/25/09,1275
11/4/12,20,65,2.72,0.18,29020,113,8,15,1/15/10,1163
11/4/12,UsefulTrick,9,2.85,0.01,2452,21,2,4,7/16/10,981
11/4/12,33,21,3.27,0.01,13834,52,2,14,6/7/10,1020
11/4/12,26,46,2.66,0.05,24375,73,7,17,2/21/10,1126
11/4/12,23,53,1.53,0.05,23980,75,4,18,1/27/10,1151
11/4/12,38,19,4.55,0,9626,63,2,10,8/15/10,951
11/4/12,16,82,3.03,0.05,23359,277,4,38,11/9/09,1230
11/4/12,39,21,4.39,0.01,11422,96,2,32,8/16/10,950
11/4/12,22,25,3.83,0.03,9094,63,0,11,1/26/10,1152
11/4/12,17a,87,3.39,0.34,43539,246,6,44,11/19/09,1220
11/4/12,25,29,3.38,0.02,10851,48,1,13,2/13/10,1134
11/4/12,40,24,2.98,0.01,17705,202,0,25,8/30/10,936
11/4/12,R1,18,5.57,0.11,6365,85,1,10,2/21/11,761
11/4/12,35,68,4.57,0.21,27407,141,4,48,6/14/10,1013
11/4/12,8,44,3.54,0,28254,164,4,25,10/2/09,1268
11/4/12,29,37,5.05,1.61,20514,223,0,38,3/26/10,1093
11/4/12,R5,6,2.48,0,2893,21,0,5,3/1/11,753
11/4/12,24b,15,2.32,0.01,8704,72,0,13,2/9/10,1138
11/4/12,E19,4,1.48,0.02,3170,21,1,9,1/7/11,806
11/4/12,R14,1,2.38,0,800,7,0,0,4/19/11,704
11/4/12,9a,28,4.18,0.01,15061,129,0,25,10/6/09,1264
11/4/12,E17,18,2.81,0.02,8616,47,0,15,12/29/10,815
11/4/12,R3,8,2.84,0.08,2805,18,0,0,2/25/11,757
11/4/12,WhatIs,41,2.39,0.35,40995,98,3,11,12/20/10,824
11/4/12,11,37,4.94,0.95,25380,151,2,45,10/13/09,1257
11/4/12,11a,106,3.32,0.96,47383,259,13,57,10/13/09,1257
11/4/12,35a,44,3.18,0.02,16629,68,3,20,7/6/10,991
11/4/12,R2,10,5.17,0,4602,38,0,2,2/23/11,759
11/4/12,28,9,4.85,0.26,10086,78,0,10,3/23/10,1096
11/4/12,Reg1,41,4.11,0.07,23308,67,4,23,9/20/09,1280
11/4/12,37,35,4.56,0.42,21085,211,1,32,8/6/10,960
11/4/12,E13,7,4.64,0,2758,24,0,1,12/27/10,817
11/4/12,42,51,4.3,0.01,20617,278,1,26,8/30/10,936
11/4/12,30,10,1.27,0.02,8820,75,1,10,3/27/10,1092
11/4/12,E21,13,4.78,0.1,5453,30,0,16,4/18/11,705
11/4/12,E11,20,2.23,0.02,4858,30,0,5,12/27/10,817
11/4/12,E18,13,3.9,0.01,6502,31,1,10,12/31/10,813
11/4/12,29b,15,2.6,0.01,6610,42,1,12,3/27/10,1092
11/4/12,E15,66,3.71,0.05,21635,152,4,26,12/28/10,816
11/4/12,12,33,3.84,0.02,13243,44,3,20,10/21/09,1249
11/4/12,10,179,3.4,1.27,67029,490,10,63,10/13/09,1257
11/4/12,R9,10,1.67,0.02,3544,8,0,12,4/10/11,713
11/4/12,R12,6,1.94,0,3457,22,0,10,4/12/11,711
11/4/12,44,37,3.25,0.03,21913,232,0,34,11/15/10,859
11/4/12,29a,18,1.09,0.02,9318,37,0,6,3/27/10,1092
11/4/12,R11,1,8.42,0,1164,9,0,0,4/3/11,720
11/4/12,E12,7,1.43,0,2600,17,0,1,12/27/10,817
11/4/12,E14,29,4.76,0.01,11267,61,2,16,12/27/10,817
11/4/12,2,21,3.24,0.09,23780,231,6,44,9/11/09,1289
11/4/12,21,51,2.09,0.03,18107,131,1,23,1/23/10,1155
11/4/12,R13,2,2.36,0,1739,9,0,1,4/14/11,709
11/4/12,1b,10,4.52,0.02,6164,60,0,4,2/19/11,763
11/4/12,R10,10,1.54,0.18,4778,34,0,5,3/29/11,725
11/4/12,NegExt,5,2.35,0.06,1773,21,1,8,4/21/11,702
11/4/12,27,49,2.44,0.14,24085,137,6,31,3/10/10,1109
11/4/12,31,8,4.13,0.01,4615,52,1,3,3/28/10,1091
11/4/12,18,55,2.66,0.2,29105,129,5,27,1/7/10,1171
11/4/12,9c,53,3.1,0.22,12330,181,3,17,12/29/10,815
11/4/12,19,76,3.03,0.06,24811,178,3,19,1/12/10,1166
11/4/12,14,5,3.54,0,5101,29,0,6,10/27/09,1243
11/4/12,17,33,4.2,0.07,19284,194,1,23,11/17/09,1222
11/4/12,9b,155,3.55,0.37,38811,256,6,51,12/18/10,826
11/4/12,9,24,3.99,0.03,14758,144,1,24,10/6/09,1264
11/4/12,34,13,2.37,0.1,10359,35,1,9,6/7/10,1020
11/4/12,41,29,5.49,0.01,14982,166,1,26,3/12/10,1107
11/4/12,36,11,2.8,0.01,5888,30,1,5,7/9/10,988
11/4/12,R4,25,1.66,0.03,4732,33,0,5,2/28/11,754
11/4/12,E111,5,4.96,0.07,1491,10,2,4,2/19/11,763
11/4/12,E110,13,4.89,0.07,6011,28,2,10,1/10/11,803
11/4/12,Reg3,9,1.95,0.01,9166,26,0,6,9/20/09,1280
11/4/12,13,9,1.94,0,12242,79,0,9,10/27/09,1243
11/4/12,6c,23,4.34,0.01,10664,89,1,15,12/12/10,832
11/4/12,15a,17,3.61,0.01,5521,24,0,5,11/3/09,1236
11/4/12,R6,10,1.59,0.03,2189,10,0,2,3/3/11,751
11/4/12,Reg2,10,0.65,0,19069,31,4,8,9/20/09,1280
11/4/12,45,12,1.75,0.05,5703,35,1,6,11/16/10,858
11/4/12,32,21,4.47,0.14,13032,87,0,11,6/7/10,1020
11/4/12,E16,16,2.35,0.01,6818,30,0,3,12/29/10,815
11/4/12,6a,44,3.21,0.04,30852,163,3,28,9/27/09,1273
11/4/12,16a,29,1.91,0,11263,74,1,13,11/9/09,1230
11/4/12,R7,3,7.69,0.03,1609,10,0,1,3/7/11,747
11/4/12,6b,37,3.58,0.01,11826,97,4,20,11/21/10,853
11/4/12,3,20,5.79,0,10818,110,0,18,9/12/09,1288
11/4/12,1,18,3.4,0.02,23785,228,1,28,8/31/09,1300
11/4/12,ANOVA,17,3.24,0.04,13723,58,1,18,9/22/09,1278
11/4/12,R8,4,2.71,0,1796,17,0,1,4/9/11,714
11/4/12,7,136,4,0.51,52310,580,10,65,9/29/09,1271
11/4/12,4,12,1.91,0.01,11754,56,3,12,9/19/09,1281
11/4/12,6,141,3.78,0.2,82659,353,5,54,9/27/09,1273
11/4/12,24a,31,3.14,0.4,18345,100,2,31,2/8/10,1139
11/4/12,43,43,3.58,0.36,25256,292,4,33,11/7/10,867
11/5/12,9,19,3.28,0.22,14758,144,1,24,10/6/09,1264
11/5/12,31,11,1.82,0.01,4615,52,1,3,3/28/10,1091
11/5/12,34,17,2.82,0.22,10359,35,1,9,6/7/10,1020
11/5/12,28,16,1.98,0.03,10086,78,0,10,3/23/10,1096
11/5/12,36,9,0.83,0,5888,30,1,5,7/9/10,988
11/5/12,R2,15,5.38,0,4602,38,0,2,2/23/11,759
11/5/12,R3,7,5.7,0.1,2805,18,0,0,2/25/11,757
11/5/12,32,15,3.25,0.14,13032,87,0,11,6/7/10,1020
11/5/12,E14,27,1.82,0.02,11267,61,2,16,12/27/10,817
11/5/12,23,45,2.73,0.04,23980,75,4,18,1/27/10,1151
11/5/12,3,12,4.4,0.01,10818,110,0,18,9/12/09,1288
11/5/12,29,29,4.2,0.04,20514,223,0,38,3/26/10,1093
11/5/12,26,38,1.88,0.02,24375,73,7,17,2/21/10,1126
11/5/12,18,40,2.74,0.24,29105,129,5,27,1/7/10,1171
11/5/12,20,61,3.26,0.34,29020,113,8,15,1/15/10,1163
11/5/12,E110,12,3.68,0.02,6011,28,2,10,1/10/11,803
11/5/12,35,66,3.49,0.5,27407,141,4,48,6/14/10,1013
11/5/12,9b,112,2.95,0.68,38811,256,6,51,12/18/10,826
11/5/12,16,58,2.92,0.59,23359,277,4,38,11/9/09,1230
11/5/12,R9,8,2.75,0.03,3544,8,0,12,4/10/11,713
11/5/12,35a,38,3.15,0.03,16629,68,3,20,7/6/10,991
11/5/12,E15,38,5.69,0.02,21635,152,4,26,12/28/10,816
11/5/12,Reg2,29,1.84,0.02,19069,31,4,8,9/20/09,1280
11/5/12,R4,14,1.88,0.03,4732,33,0,5,2/28/11,754
11/5/12,E17,23,2.37,0.15,8616,47,0,15,12/29/10,815
11/5/12,R8,6,3.8,0.05,1796,17,0,1,4/9/11,714
11/5/12,45,6,3.33,0.02,5703,35,1,6,11/16/10,858
11/5/12,30,9,1.97,0.01,8820,75,1,10,3/27/10,1092
11/5/12,R14,1,0.38,0,800,7,0,0,4/19/11,704
11/5/12,1,25,2.61,0.01,23785,228,1,28,8/31/09,1300
11/5/12,Reg1,33,2.72,0.05,23308,67,4,23,9/20/09,1280
11/5/12,E13,1,3.95,0,2758,24,0,1,12/27/10,817
11/5/12,1b,8,4.41,0.01,6164,60,0,4,2/19/11,763
11/5/12,R1,21,4.91,0.08,6365,85,1,10,2/21/11,761
11/5/12,6,124,2.9,0.89,82659,353,5,54,9/27/09,1273
11/5/12,E19,4,4.38,0,3170,21,1,9,1/7/11,806
11/5/12,11,51,4.13,0.34,25380,151,2,45,10/13/09,1257
11/5/12,33,10,4.3,0.01,13834,52,2,14,6/7/10,1020
11/5/12,E111,1,10.54,0.03,1491,10,2,4,2/19/11,763
11/5/12,R13,7,4,0.03,1739,9,0,1,4/14/11,709
11/5/12,29a,33,1.22,0.02,9318,37,0,6,3/27/10,1092
11/5/12,39,26,4.17,0.01,11422,96,2,32,8/16/10,950
11/5/12,2,18,2.87,0.06,23780,231,6,44,9/11/09,1289
11/5/12,17,44,4.39,0.1,19284,194,1,23,11/17/09,1222
11/5/12,8,40,2.75,0.02,28254,164,4,25,10/2/09,1268
11/5/12,44,43,4.75,0.05,21913,232,0,34,11/15/10,859
11/5/12,ANOVA,26,2.24,0.02,13723,58,1,18,9/22/09,1278
11/5/12,9c,25,2.97,0.02,12330,181,3,17,12/29/10,815
11/5/12,21,36,1.71,0.04,18107,131,1,23,1/23/10,1155
11/5/12,6a,37,2.48,0.2,30852,163,3,28,9/27/09,1273
11/5/12,25,16,3.84,0.03,10851,48,1,13,2/13/10,1134
11/5/12,11a,111,2.67,0.27,47383,259,13,57,10/13/09,1257
11/5/12,R12,17,5.6,0.06,3457,22,0,10,4/12/11,711
11/5/12,13,11,2.34,0.05,12242,79,0,9,10/27/09,1243
11/5/12,E18,20,1.93,0.04,6502,31,1,10,12/31/10,813
11/5/12,42,28,5.35,0.02,20617,278,1,26,8/30/10,936
11/5/12,19,65,3.9,0.05,24811,178,3,19,1/12/10,1166
11/5/12,24b,25,3.05,0.02,8704,72,0,13,2/9/10,1138
11/5/12,9a,36,3.07,0.28,15061,129,0,25,10/6/09,1264
11/5/12,R10,9,4.36,0.13,4778,34,0,5,3/29/11,725
11/5/12,R7,3,4.79,0.02,1609,10,0,1,3/7/11,747
11/5/12,16a,15,2.16,0.01,11263,74,1,13,11/9/09,1230
11/5/12,E21,9,1.91,0.02,5453,30,0,16,4/18/11,705
11/5/12,R6,3,4.74,0.01,2189,10,0,2,3/3/11,751
11/5/12,6c,18,2.47,0,10664,89,1,15,12/12/10,832
11/5/12,E11,7,2.06,0,4858,30,0,5,12/27/10,817
11/5/12,12,25,2.41,0.01,13243,44,3,20,10/21/09,1249
11/5/12,R5,4,5.18,0,2893,21,0,5,3/1/11,753
11/5/12,UsefulTrick,8,3.96,0.02,2452,21,2,4,7/16/10,981
11/5/12,7,101,3.63,0.61,52310,580,10,65,9/29/09,1271
11/5/12,WhatIs,45,1.13,0.2,40995,98,3,11,12/20/10,824
11/5/12,27,46,3.94,0.23,24085,137,6,31,3/10/10,1109
11/5/12,E12,6,0.41,0.02,2600,17,0,1,12/27/10,817
11/5/12,10,197,3.41,1.62,67029,490,10,63,10/13/09,1257
11/5/12,43,32,4.29,0.26,25256,292,4,33,11/7/10,867
11/5/12,41,27,3.44,0.01,14982,166,1,26,3/12/10,1107
11/5/12,17a,92,2.49,0.34,43539,246,6,44,11/19/09,1220
11/5/12,6b,20,2.23,0,11826,97,4,20,11/21/10,853
11/5/12,R11,2,6.65,0,1164,9,0,0,4/3/11,720
11/5/12,NegExt,2,1.06,0,1773,21,1,8,4/21/11,702
11/5/12,15a,7,1.81,0,5521,24,0,5,11/3/09,1236
11/5/12,14,5,2.49,0,5101,29,0,6,10/27/09,1243
11/5/12,40,32,2.66,0,17705,202,0,25,8/30/10,936
11/5/12,29b,17,2.52,0.01,6610,42,1,12,3/27/10,1092
11/5/12,5,35,2.42,0.01,19875,180,0,25,9/25/09,1275
11/5/12,24a,39,3.23,0.04,18345,100,2,31,2/8/10,1139
11/5/12,22,13,4.26,0.02,9094,63,0,11,1/26/10,1152
11/5/12,37,24,6.48,0.09,21085,211,1,32,8/6/10,960
11/5/12,Reg3,8,3.54,0,9166,26,0,6,9/20/09,1280
11/5/12,4,9,2.25,0.62,11754,56,3,12,9/19/09,1281
11/5/12,38,21,4.49,0.01,9626,63,2,10,8/15/10,951
11/5/12,E16,8,1.81,0.15,6818,30,0,3,12/29/10,815
11/5/12,Sunk,8,2.18,0,5532,26,0,3,7/16/10,981
11/6/12,8,34,3.17,0.01,28254,164,4,25,10/2/09,1268
11/6/12,34,11,2.23,0,10359,35,1,9,6/7/10,1020
11/6/12,E110,13,5.29,0,6011,28,2,10,1/10/11,803
11/6/12,R11,2,0.63,0,1164,9,0,0,4/3/11,720
11/6/12,21,50,2.57,0.02,18107,131,1,23,1/23/10,1155
11/6/12,E14,30,3.37,0,11267,61,2,16,12/27/10,817
11/6/12,9a,25,2.89,0,15061,129,0,25,10/6/09,1264
11/6/12,5,14,5.05,0.02,19875,180,0,25,9/25/09,1275
11/6/12,WhatIs,36,1.18,0.23,40995,98,3,11,12/20/10,824
11/6/12,6,129,2.68,0.51,82659,353,5,54,9/27/09,1273
11/6/12,UsefulTrick,7,2.42,0,2452,21,2,4,7/16/10,981
11/6/12,43,45,3.81,0.2,25256,292,4,33,11/7/10,867
11/6/12,18,45,2.07,0.23,29105,129,5,27,1/7/10,1171
11/6/12,9c,38,3.58,0.08,12330,181,3,17,12/29/10,815
11/6/12,Reg1,25,3.07,0,23308,67,4,23,9/20/09,1280
11/6/12,39,14,4.72,0.01,11422,96,2,32,8/16/10,950
11/6/12,R1,26,4.06,0.01,6365,85,1,10,2/21/11,761
11/6/12,42,31,4.14,0.01,20617,278,1,26,8/30/10,936
11/6/12,23,41,1.69,0.01,23980,75,4,18,1/27/10,1151
11/6/12,9b,83,2.95,0.31,38811,256,6,51,12/18/10,826
11/6/12,1,6,1.07,0,23785,228,1,28,8/31/09,1300
11/6/12,R12,5,1.73,0,3457,22,0,10,4/12/11,711
11/6/12,R9,8,1.12,0.12,3544,8,0,12,4/10/11,713
11/6/12,13,6,2.92,0.01,12242,79,0,9,10/27/09,1243
11/6/12,41,51,3.19,0.02,14982,166,1,26,3/12/10,1107
11/6/12,28,11,2.87,0,10086,78,0,10,3/23/10,1096
11/6/12,35a,39,3.54,0.01,16629,68,3,20,7/6/10,991
11/6/12,6b,23,3.31,0.01,11826,97,4,20,11/21/10,853
11/6/12,E21,6,3.67,0,5453,30,0,16,4/18/11,705
11/6/12,E12,13,2.29,0,2600,17,0,1,12/27/10,817
11/6/12,3,10,3.38,0,10818,110,0,18,9/12/09,1288
11/6/12,29a,15,1.18,0,9318,37,0,6,3/27/10,1092
11/6/12,44,32,5.17,0.01,21913,232,0,34,11/15/10,859
11/6/12,R3,5,3.16,0,2805,18,0,0,2/25/11,757
11/6/12,17a,86,2.64,0.24,43539,246,6,44,11/19/09,1220
11/6/12,E11,11,3.67,0,4858,30,0,5,12/27/10,817
11/6/12,R8,6,2.33,0.01,1796,17,0,1,4/9/11,714
11/6/12,20,52,2.91,0.33,29020,113,8,15,1/15/10,1163
11/6/12,45,10,1.55,0.21,5703,35,1,6,11/16/10,858
11/6/12,7,84,4.01,0.49,52310,580,10,65,9/29/09,1271
11/6/12,24a,33,3.79,0.23,18345,100,2,31,2/8/10,1139
11/6/12,36,11,3.45,0.02,5888,30,1,5,7/9/10,988
11/6/12,6c,16,2.34,0,10664,89,1,15,12/12/10,832
11/6/12,19,59,2.42,0.2,24811,178,3,19,1/12/10,1166
11/6/12,E13,8,3.41,0,2758,24,0,1,12/27/10,817
11/6/12,Sunk,10,1.19,0,5532,26,0,3,7/16/10,981
11/6/12,38,17,2.84,0,9626,63,2,10,8/15/10,951
11/6/12,25,29,2.26,0.01,10851,48,1,13,2/13/10,1134
11/6/12,R14,1,6.04,0,800,7,0,0,4/19/11,704
11/6/12,2,14,3.68,0.3,23780,231,6,44,9/11/09,1289
11/6/12,24b,10,3.75,0,8704,72,0,13,2/9/10,1138
11/6/12,40,23,4.57,0,17705,202,0,25,8/30/10,936
11/6/12,26,38,1.98,0.01,24375,73,7,17,2/21/10,1126
11/6/12,32,13,4.21,0,13032,87,0,11,6/7/10,1020
11/6/12,ANOVA,11,3.41,0,13723,58,1,18,9/22/09,1278
11/6/12,6a,32,3.01,0.06,30852,163,3,28,9/27/09,1273
11/6/12,12,20,3.23,0,13243,44,3,20,10/21/09,1249
11/6/12,29b,13,3.36,0.01,6610,42,1,12,3/27/10,1092
11/6/12,Reg2,21,2.61,0.08,19069,31,4,8,9/20/09,1280
11/6/12,4,10,1.64,0,11754,56,3,12,9/19/09,1281
